id,title,original_title,overview,premiere_date,popularity,genre,country_origin,original_language,rating,votes
1772,Tiny Pretty Things,Tiny Pretty Things,"When an attack brings down the star student at an elite ballet school, her replacement enters a world of lies, betrayal -- and cutthroat competition.",2020-12-14,2.2852,"Drama, Mystery",United States,English,7.305,246
1773,Gossip Girl,Gossip Girl,"Eight years after the original website went dark, a new generation of New York private school teens are introduced to the social surveillance of Gossip Girl.",2021-07-08,5.401,"Drama, Mystery",United States,English,7.3,311
1774,The White Queen,The White Queen,"Set against the backdrop of the Wars of the Roses, the series is the story of the women caught up in the protracted conflict for the throne of England.",2013-06-16,4.5986,Drama,United Kingdom,English,7.305,349
1775,Mom,Mom,"Aan irreverent and outrageous take on true family love‐and dysfunction. Newly sober single mom Christy struggles to raise two children in a world full of temptations and pitfalls. Testing her sobriety is her formerly estranged mother, now back in Christy's life and eager to share passive-aggressive insights into her daughter's many mistakes.",2013-09-23,37.604,"Comedy, Drama",United States,English,7.302,615
1776,Johnny Bravo,Johnny Bravo,"Johnny Bravo tells the story of a biceps-bulging, karate-chopping free spirit who believes he is a gift from God to the women of the earth. Unfortunately for Johnny, everyone else sees him as a narcissistic Mama's boy with big muscles and even bigger hair. In short, he is the quintessential guy who 'just doesn't get it.' No matter what he does, or where he finds himself, he always winds up being his own worst enemy.",1997-07-07,13.5238,"Animation, Comedy, Family",United States,English,7.303,609
1777,"Magnum, P.I.","Magnum, P.I.","A private investigator who works when he wants, lives in a beachfront estate in Hawaii, drives a posh Ferrari, runs up an unlimited tab at a swank bar, and charms attractive women in peril - that's the lifestyle of Thomas Magnum, aka Magnum, P.I.",1980-12-11,25.0361,"Action & Adventure, Crime, Drama, Mystery",United States,English,7.302,417
1778,Lethal Weapon,Lethal Weapon,A slightly unhinged former Navy SEAL lands a job as a police officer in Los Angeles where he's partnered with a veteran detective trying to keep maintain a low stress level in his life.,2016-09-21,17.8512,"Action & Adventure, Crime, Drama, Comedy",United States,English,7.301,775
1779,Two Weeks to Live,Two Weeks to Live,"When strange young misfit Kim Noakes was just a little girl, her father died in murky circumstances and her mother Tina whisked her away to a remote rural life of seclusion and bizarre survival techniques. Now all grown up, Kim sets out into the real world for the first time to begin a secret mission of honouring her father’s memory.",2020-09-02,1.5023,"Comedy, Action & Adventure, Crime",United Kingdom,English,7.3,218
1780,MacGyver,MacGyver,20-something Angus MacGyver creates a clandestine organization where he uses his knack for solving problems in unconventional ways to help prevent disasters from happening.,2016-09-23,21.9942,"Drama, Action & Adventure",United States,English,7.3,953
1781,The Diary of Anne Frank,The Diary of Anne Frank,Five-part adaptation of Anne Frank's famous wartime diaries in which a young teenager and her family go into hiding from the Nazis in wartime Amsterdam.,2009-01-05,1.559,"Drama, War & Politics",United Kingdom,English,7.3,368
1782,Gilmore Girls: A Year in the Life,Gilmore Girls: A Year in the Life,"Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.",2016-11-25,4.2553,"Drama, Comedy",United States,English,7.3,409
1783,The Jetsons,The Jetsons,"Meet George Jetson and his quirky family: wife Jane, son Elroy and daughter Judy. Living in the automated, push-button world of the future hasn't made life any easier for the harried husband and father, who gets into one comical misadventure after another!",1962-09-23,10.217,"Animation, Comedy, Family, Kids",United States,English,7.3,480
1784,Panic,Panic,"In the forgotten town of Carp, Texas, Panic is the only way out. Every summer the graduating seniors risk their lives competing in a series of challenges for the chance to win life-changing money. After the death of two players the stakes—and danger—have never been higher.",2021-05-27,1.6913,"Action & Adventure, Drama, Crime",United States,English,7.3,283
1785,The Scent of Passion,Café con aroma de mujer,,2021-05-25,4.2632,Soap,United States,Spanish,7.296,387
1786,Haunted: Latin America,Haunted: Latinoamérica,"Real people's terrifying tales of the chilling, unexplained and paranormal come to life with dramatic reenactments in this reality series.",2021-03-31,1.2436,Reality,Mexico,Spanish,7.296,285
1787,Witches of East End,Witches of East End,"The adventures of Joanna Beauchamp and her two adult daughters Freya and Ingrid -- both of whom unknowingly are their family's next generation of witches -- who lead seemingly quiet, uneventful modern day lives in Long Island's secluded seaside town of East Haven. When Freya becomes engaged to a young, wealthy newcomer, a series of events forces Joanna to admit to her daughters they are, in fact, powerful and immortal witches.",2013-10-06,5.2499,"Sci-Fi & Fantasy, Drama",United States,English,7.296,248
1788,Dead to Me,Dead to Me,A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.,2019-05-03,6.5411,"Drama, Comedy, Crime",United States,English,7.295,577
1789,Trapped,Ófærð,The body of a murder victim turns up in a small Icelandic village just as a major snowstorm cuts the region off from the rest of the world.,2015-12-27,5.3189,"Drama, Mystery, Crime",Iceland,Icelandic,7.3,260
1790,La Jauría,La Jauría,"Blanca, student leader of the feminist movement in an occupied school, goes missing: hours later, a video of a group raping the girl goes viral. In their aim to find her, a police squad formed by three women puts their lives and that of their families at risk. As they look for Blanca and investigate, they will find out that behind this gender crime there is much more than just one offender.",2020-07-10,2.1192,"Drama, Crime",Chile,Spanish,7.3,599
1791,Absentia,Absentia,A missing FBI agent reappears six years after being declared dead.,2017-09-25,87.7418,"Crime, Drama, Mystery",United States,English,7.292,341
1792,SIX,SIX,Action drama series inspired by the real missions of Navy SEAL Team Six.,2017-01-18,5.6888,"War & Politics, Drama, Crime, Action & Adventure",United States,English,7.3,502
1793,Supergirl,Supergirl,"Twenty-four-year-old Kara Zor-El, who was taken in by the Danvers family when she was 13 after being sent away from Krypton, must learn to embrace her powers after previously hiding them. The Danvers teach her to be careful with her powers, until she has to reveal them during an unexpected disaster, setting her on her journey of heroism.",2015-10-26,29.1573,"Drama, Sci-Fi & Fantasy, Action & Adventure",United States,English,7.3,4294
1794,NCIS: New Orleans,NCIS: New Orleans,"A drama about the local field office that investigates criminal cases affecting military personnel in The Big Easy, a city known for its music, entertainment and decadence.",2014-09-23,16.1243,"Action & Adventure, Drama, Comedy",United States,English,7.29,450
1795,V Wars,V Wars,"After a mysterious disease begins transforming people into vampires, Dr. Luther Swann is pitted against his best friend, now a powerful vampire leader.",2019-12-05,2.9446,"Sci-Fi & Fantasy, Drama","Canada, United States",English,7.3,332
1796,The Exorcist,The Exorcist,Follow the lives of two very different priests tackling one family’s case of terrifying demonic possession.,2016-09-23,5.5566,"Mystery, Drama",United States,English,7.288,723
1797,Barbarians,Barbaren,"Three people's fates are interwoven in the Battle of the Teutoburg Forest in 9 A.D., during which Germanic warriors halt the spread of the Roman Empire.",2020-10-23,4.9612,"Action & Adventure, Drama",Germany,German,7.3,632
1798,María Isabel,María Isabel,"Native American girl Maria Isabel makes friends with Graciela, a rich white girl, despite Graciela's father's opposition; their friendship lasts into their adulthood.",1997-08-04,2.8484,"Soap, Drama, Family",Mexico,Spanish,7.3,282
1799,Grotesquerie,Grotesquerie,"A series of heinous crimes have unsettled a small community, and Detective Lois Tryon feels they are eerily personal, as if someone—or something—is taunting her.",2024-09-25,5.8594,"Drama, Mystery, Crime",United States,English,7.285,237
1800,Bitten,Bitten,"Elena Micheals thought she left the world of supernatural behind when she left Stonehaven behind 'for good this time' she thought. Until the night she got the mysterious call from her pack leader asking her to come back. So now she is heading back, leaving her life as a normal photographer in Toronto for the moment to re-enter the world of werewolves, rules about protect the pack and a man she has spent years trying to get out of her system. Oh and did she mention she was the only living female werewolf in existence?",2014-01-11,3.983,"Drama, Sci-Fi & Fantasy",Canada,English,7.285,264
1801,Batman,Batman,"Wealthy entrepreneur Bruce Wayne and his ward Dick Grayson lead a double life: they are actually crime fighting duo Batman and Robin. A secret Batpole in the Wayne mansion leads to the Batcave, where Police Commissioner Gordon often calls with the latest emergency threatening Gotham City. Racing to the scene of the crime in the Batmobile, Batman and Robin must (with the help of their trusty Bat-utility-belt) thwart the efforts of a variety of master criminals, including The Riddler, The Joker, Catwoman, and The Penguin.",1966-01-12,20.0298,"Sci-Fi & Fantasy, Comedy, Action & Adventure",United States,English,7.3,568
1802,Murderbot,Murderbot,"In a high-tech future, a rogue security robot secretly gains free will. To stay hidden, it reluctantly joins a new mission protecting scientists on a dangerous planet...even though it just wants to binge soap operas.",2025-05-15,8.6098,"Comedy, Drama, Sci-Fi & Fantasy",United States,English,7.3,339
1803,Pokémon Origins,ポケットモンスター THE ORIGIN,"Follow Red as he travels through the Kanto region, encounters Team Rocket, battles his rival, and  challenges the Pokémon League!",2013-10-02,2.2977,"Action & Adventure, Animation, Sci-Fi & Fantasy",Japan,Japanese,7.283,338
1804,Hart of Dixie,Hart of Dixie,"New Yorker Zoe Hart has it all figured out - after graduating top of her class from medical school, she'll follow in her father's footsteps and become a cardio-thoracic surgeon. But when her dreams fall apart, Zoe decides to work at a small practice in Bluebell, Alabama.",2011-09-26,11.4472,"Comedy, Drama",United States,English,7.283,307
1805,Afro Samurai,Afro Samurai,"In a futuristic Japan where conflicts are settled by the sword, Afro Samurai must avenge his father's murder by challenging a powerful warrior.",2007-01-04,3.1331,"Animation, Action & Adventure, Drama, Sci-Fi & Fantasy",United States,English,7.3,299
1806,The Bondsman,The Bondsman,"Backwoods bounty hunter Hub Halloran comes back from the dead with an unexpected second chance at life, love, and a nearly-forgotten musical career — only to find that his old job now has a demonic new twist.",2025-04-03,6.4428,"Action & Adventure, Sci-Fi & Fantasy, Comedy",United States,English,7.282,229
1807,And Just Like That…,And Just Like That…,"This new chapter of “Sex and the City” follows Carrie, Miranda and Charlotte as they navigate the journey from the complicated reality of life and friendship in their 30s to the even more complicated reality of life and friendship in their 50s.",2021-12-09,9.2756,"Comedy, Drama",United States,English,7.3,520
1808,Nicky Jam: El Ganador,Nicky Jam: El Ganador,Follow Reggaeton artist Nicky Jam's struggles to overcome drug addiction and rise to international success in this dramatization of his life story.,2018-11-30,1.7737,Drama,Colombia,Spanish,7.3,540
1809,"Hugo Chávez, El Comandante","Hugo Chávez, El Comandante","The life of Hugo Chavez; from childhood, his arrival to power, confrontations, and loves to his last days as president.",2017-01-31,2.0593,"Documentary, Drama","Colombia, United States, Venezuela",Spanish,7.281,556
1810,Griselda,Griselda,"Inspired by real events, this fictional dramatization shows Griselda Blanco's journey from Medellín to becoming ""the Godmother"" of Miami's drug empire.",2024-01-25,3.0927,"Drama, Crime",United States,English,7.279,359
1811,Star Trek: Picard,Star Trek: Picard,"Set twenty years after the events of Star Trek Nemesis, we follow the now-retired Admiral Picard into the next chapter of his life.",2020-01-23,13.3014,"Sci-Fi & Fantasy, Action & Adventure, Drama",United States,English,7.3,1811
1812,Last Man Standing,Last Man Standing,A married father of three tries to maintain his manliness in a world increasingly dominated by women.,2011-10-11,15.909,Comedy,United States,English,7.3,337
1813,Evil Genius,Evil Genius,This baffling true crime story starts with the grisly death of a pizza man who robs a bank with a bomb around his neck - and gets weirder from there.,2018-05-11,1.4623,"Documentary, Crime, Mystery",United States,English,7.276,245
1814,Feel Good,Feel Good,Recovering addict and comedian Mae tries to control the addictive behaviors and intense romanticism that permeate every facet of their life. Life is further complicated by a new and all-consuming relationship with their new girlfriend George.,2020-03-18,2.2887,"Drama, Comedy",United Kingdom,English,7.3,231
1815,Biohackers,Biohackers,A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor.,2020-08-20,2.4525,"Drama, Sci-Fi & Fantasy, Action & Adventure, Mystery",Germany,German,7.3,369
1816,GLOW,GLOW,"In 1980s LA, a crew of misfits reinvent themselves as the Gorgeous Ladies of Wrestling.",2017-06-23,7.5469,"Comedy, Drama",United States,English,7.272,414
1817,Lilyhammer,Lilyhammer,"After Frank The Fixer Tagliano testifies against his Mafia boss in New York, he enters the Witness Protection Program and makes an unusual demand: he wants to be set up with a new life in the Norwegian small town of Lillehammer or as he calls it, Lilyhammer.",2012-01-25,4.6168,"Drama, Comedy, Crime",Norway,English,7.272,272
1818,Dune: Prophecy,Dune: Prophecy,"Ten thousand years before the ascension of Paul Atreides, sisters Valya and Tula Harkonnen establish the fabled sect and female order that would become known as the Bene Gesserit to control the future of humankind.",2024-11-17,9.467,"Sci-Fi & Fantasy, Drama, Action & Adventure",United States,English,7.274,487
1819,DC's Legends of Tomorrow,DC's Legends of Tomorrow,"When heroes alone are not enough ... the world needs legends. Having seen the future, one he will desperately try to prevent from happening, time-traveling rogue Rip Hunter is tasked with assembling a disparate group of both heroes and villains to confront an unstoppable threat — one in which not only is the planet at stake, but all of time itself. Can this ragtag team defeat an immortal threat unlike anything they have ever known?",2016-01-21,21.5474,"Action & Adventure, Sci-Fi & Fantasy, Drama",United States,English,7.3,2392
1820,The Lord of the Rings: The Rings of Power,The Lord of the Rings: The Rings of Power,"Beginning in a time of relative peace, we follow an ensemble cast of characters as they confront the re-emergence of evil to Middle-earth. From the darkest depths of the Misty Mountains, to the majestic forests of Lindon, to the breathtaking island kingdom of Númenor, to the furthest reaches of the map, these kingdoms and characters will carve out legacies that live on long after they are gone.",2022-09-01,33.2365,"Action & Adventure, Sci-Fi & Fantasy, Drama",United States,English,7.3,3491
1821,Resurrection,Resurrection,"The people of Arcadia, Missouri are forever changed when their deceased loved ones suddenly start to reappear.",2014-05-15,6.8287,"Sci-Fi & Fantasy, Drama",United States,English,7.268,306
1822,The Great Heist,El robo del siglo,"Based on the 1994 robbery of US$33 million from Colombia's central bank, which turned the country upside down.",2020-08-14,1.2019,"Crime, Drama",Colombia,Spanish,7.3,602
1823,Garfield and Friends,Garfield and Friends,"The animated stories of Garfield the cat, Odie the dog, their owner Jon and the trouble they get into. And also Orson the Pig and his adventures on a farm with his fellow farm animals.",1988-09-17,15.5117,"Animation, Comedy, Kids",United States,English,7.3,380
1824,Top Secret UFO Projects Declassified,Top Secret UFO Projects Declassified,"Though claims of extraterrestrial encounters have long been dismissed, many believe the existence of UFOs is not just likely, but a certainty.",2021-01-19,1.3883,Documentary,United Kingdom,English,7.3,238
1825,The Six Million Dollar Man,The Six Million Dollar Man,"Follow the adventures of Steve Austin, cybernetically enhanced astronaut turned secret agent, employed by the OSI, under the command of Oscar Goldman and supervised by the scientist who created his cybernetics, Rudy Wells. Steve uses the superior strength and speed provided by his bionic arm and legs, and the enhanced vision provided by his artificial eye, to fight enemy agents, aliens, mad scientists, and a wide variety of other villains.",1974-01-18,15.4962,"Sci-Fi & Fantasy, Action & Adventure, Drama",United States,English,7.264,411
1826,The Secret Circle,The Secret Circle,"After her mother dies in a fire, Cassie Blake moves in with her grandmother in the small town of Chance Harbor, Washington. As she gets to know her high school classmates, strange and frightening things begin to happen. They are all descended from powerful witches, and they've been waiting for Cassie to join them and complete a new generation of the Secret Circle. What they don't yet know is that darker powers are at play and that Cassie's mother's death might not have been an accident.",2011-09-15,3.6074,"Drama, Sci-Fi & Fantasy",United States,English,7.3,354
1827,"Two Women, One Road","Dos mujeres, un camino","Dos mujeres, un camino is a Mexican telenovela, produced by Televisa, which originally aired from August 2, 1993 to July 1, 1994, on Canal de las Estrellas.",1993-08-16,3.2672,Drama,Mexico,Spanish,7.3,297
1828,Mythic Quest,Mythic Quest,"Meet the team behind the biggest multiplayer video game of all time. But in a workplace focused on building worlds, molding heroes, and creating legends, the most hard-fought battles don’t occur in the game—they happen in the office.",2020-02-07,9.2093,Comedy,United States,English,7.3,412
1829,War of the Worlds,War of the Worlds,"When astronomers detect a transmission from another galaxy, it is definitive proof of intelligent extra-terrestrial life. The world’s population waits for further contact with bated breath. They do not have to wait long. Within days, mankind is all but wiped out by a devastating attack; pockets of humanity are left in an eerily deserted world. As aliens hunt and kill those left alive, the survivors ask a burning question – who are these attackers and why are they hell-bent on our destruction?",2019-10-28,6.2497,"Sci-Fi & Fantasy, Drama",France,English,7.3,888
1830,The Rain,The Rain,"After a brutal virus wipes out most of the population, two young siblings embark on a perilous search for safety. A Scandinavian thriller series.",2018-05-04,6.1003,"Sci-Fi & Fantasy, Drama",Denmark,Danish,7.3,1286
1831,Z Nation,Z Nation,"Three years after the zombie virus has gutted the country, a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood.",2014-09-12,16.0086,"Mystery, Action & Adventure, Drama",United States,English,7.3,915
1832,Doug,Doug,"Doug Funnie experiences common predicaments while attending school in his new hometown of Bluffington, Virginia.",1991-08-18,9.8352,"Animation, Comedy, Kids",United States,English,7.255,231
1833,Just Beyond,Just Beyond,"An anthology series that tells astonishing and thought-provoking stories of a reality just beyond the one we know. Each episode introduces viewers to a new cast of characters who must go on a surprising journey of self-discovery in a supernatural world of witches, aliens, ghosts and parallel universes.",2021-10-13,3.9483,"Family, Comedy",United States,English,7.3,232
1834,Big Sky,Big Sky,"Private detective Cassie Dewell partners with ex-cop Jenny Hoyt on a search for two sisters who have been kidnapped by a truck driver on a remote highway in Montana. When they discover that these are not the only girls who have disappeared in the area, they must race against the clock to stop the perpetrator before another woman is taken.",2020-11-17,9.7511,"Crime, Drama, Mystery",United States,English,7.249,283
1835,NOS4A2,NOS4A2,"A young Victoria ""Vic"" McQueen discovers she has the power to unlock portals that help her find lost objects. As she delves further into this hidden universe, she encounters many other ""inscape travelers"" - some benevolent, and some who have been corrupted by their power. When Vic encounters Charlie Manx, an immortal who stays that way by feeding off of the souls of children, she makes a sworn enemy of Manx.",2019-06-02,5.0429,"Sci-Fi & Fantasy, Drama",United States,English,7.254,401
1836,La Prepago,La Prepago,La Prepago is about a woman living a double life: one as a beautiful university student with a normal love life from a traditional family; the other as a high-class escort who is paid for companionship and to satisfy the sexual appetites of men.,2013-06-19,1.039,Drama,Colombia,Spanish,7.3,224
1837,Timeless,Timeless,"A mysterious criminal steals a secret state-of-the-art time machine, intent on destroying America as we know it by changing the past. Our only hope is an unexpected team: a scientist, a soldier and a history professor, who must use the machine's prototype to travel back in time to critical events. While they must make every effort not to affect the past themselves, they must also stay one step ahead of this dangerous fugitive. But can this handpicked team uncover the mystery behind it all and end his destruction before it's too late?",2016-10-03,11.2485,"Drama, Action & Adventure, Sci-Fi & Fantasy",United States,English,7.254,756
1838,Broken Promises,La Promesa,"Persuaded by promises of a better life, three young women are sold into prostitution and must risk their lives and their families to escape.",2013-03-04,2.2281,"Drama, Crime",Colombia,Spanish,7.253,329
1839,The Incredible Hulk,The Incredible Hulk,"During an experiment gone bad, radiation turns a scientist into a raging green behemoth whenever he becomes agitated. Unable to control his transformations, David Banner searches for a cure as he crosses the country, fugitive-style, with a dogged tabloid reporter on his trail.",1977-11-04,11.9338,"Sci-Fi & Fantasy, Action & Adventure, Drama",United States,English,7.3,480
1840,Friday the 13th: The Series,Friday the 13th: The Series,Micki and Ryan with the help of their friend Jack try to recover cursed antiques so they can store them in safety inside the antique store's vault.,1987-10-03,6.5883,"Mystery, Sci-Fi & Fantasy, Drama","Canada, United States",English,7.3,224
1841,30 Coins,30 monedas,"Father Vergara—an exorcist, boxer and ex-convict—lives in a remote village in Spain. Hoping to be lost and forgotten, Vergara’s demons catch up to him.",2020-11-29,5.7277,"Crime, Mystery, Drama",Spain,Spanish,7.3,627
1842,Timon and Pumbaa,Timon and Pumbaa,"Set after the events of the ""The Lion King,"" follow Timon and Pumbaa as they go on misadventures in the jungle, as well as across the globe in various.",1995-09-08,12.7843,"Animation, Comedy, Kids, Family",United States,English,7.25,649
1843,GANTZ,ガンツ,"If you are chosen by the bizarre black sphere known as the Gantz, you are already dead—yet you might be able to reclaim your mortality. First, the Gantz demands that you undertake brutal missions of madness, killing aliens hidden among the population. It is your only chance and you have no choice. You must play this disturbing game. And if you die again—and you likely will—it’s permanent.",2004-04-13,7.5377,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,7.245,294
1844,Totally Spies!,Totally Spies !,"Totally Spies! depicts three girlfriends 'with an attitude' who have to cope with their daily lives at high school as well as the unpredictable pressures of international espionage. They confront the most intimidating - and demented - of villains, each with their own special agenda for demonic, global rude behavior.",2002-04-03,18.2953,"Animation, Kids, Comedy, Action & Adventure",France,French,7.2,253
1845,The 8 Show,The 8 Show,Eight individuals trapped in a mysterious 8-story building participate in a tempting but dangerous show where they earn money as time passes.,2024-05-17,5.6724,"Drama, Mystery",South Korea,Korean,7.247,291
1846,Sanctuary,Sanctuary,"The adventures of the beautiful, enigmatic and always surprising Dr. Helen Magnus, a brilliant scientist who holds the secrets of a clandestine population called Abnormals—a group of strange and sometimes terrifying beings that hide among humans. Magnus seeks to protect this threatened phenomena as well as unlock the mysteries behind their existence.",2008-10-03,9.3483,"Action & Adventure, Sci-Fi & Fantasy",United States,English,7.246,280
1847,The War Next-door,Guerra de vecinos,"When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences.",2021-07-07,0.7527,Comedy,Mexico,Spanish,7.2,268
1848,Charmed,Charmed,"Set in the fictional college town of Hilltowne, Charmed follows the lives of three sisters, Macy, Mel and Maggie Vera who, after the tragic death of their mother, discover they are three of the most powerful witches of all time.",2018-10-14,7.0283,"Drama, Sci-Fi & Fantasy",United States,English,7.2,473
1849,Bored to Death,Bored to Death,"Jonathan Ames, a young Brooklyn writer, is feeling lost. He's just gone through a painful break-up, thanks in part to his drinking, can't write his second novel, and carouses too much with his magazine editor. Rather than face reality, Jonathan turns instead to his fantasies — moonlighting as a private detective — because he wants to be a hero and a man of action.",2009-09-20,4.5245,"Comedy, Crime, Mystery, Drama",United States,English,7.244,262
1850,Maria Mercedes,María Mercedes,"María Mercedes, a poor girl who sells lottery tickets, meets a rich man who hates his own family and sees in María Mercedes an opportunity to make their lives miserable.",1992-09-14,2.3305,"Drama, Soap",Mexico,Spanish,7.2,225
1851,Nikita,Nikita,"Nikita will stop at nothing to expose and destroy Division, the secret U.S. agency who trained her as a spy and assassin.",2010-09-09,20.624,"Drama, Action & Adventure",United States,English,7.243,500
1852,We Baby Bears,We Baby Bears,"Follow Grizz, Panda and Ice Bear – as their younger baby selves – traveling in a magical box to fantastic new worlds searching for a place to call home. Along the way, they meet new friends, learn a few lessons and discover that “home” can mean wherever they are, as long as they’re together.",2022-01-01,10.1815,"Animation, Family, Comedy, Kids",United States,English,7.2,273
1853,Kung Fu Panda: The Paws of Destiny,Kung Fu Panda: The Paws of Destiny,"As the Dragon Master, Po has endured his fair share of epic challenges but nothing could prepare him for his greatest one yet-as a Kung Fu teacher to a group of rambunctious kids from Panda Village who have been imbued with a mysterious and powerful chi energy. Together they embark on amazing adventures, battle ferocious villains, and become legends!",2018-11-15,2.8166,"Animation, Kids, Family, Action & Adventure, Comedy",United States,English,7.2,875
1854,Without a Trace,Without a Trace,The series follows the ventures of a Missing Persons Unit of the FBI in New York City.,2002-09-26,26.1501,"Crime, Mystery, Action & Adventure, Drama",United States,English,7.2,268
1855,The Croods: Family Tree,The Croods: Family Tree,"Two very different families join forces to create a new community, an us-against-the-world, cave person co-op on the most amazing farm in the history of prehistory!",2021-09-23,6.2596,"Animation, Family, Action & Adventure, Comedy",United States,English,7.239,752
1856,Messiah,Messiah,A wary CIA officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. Who exactly is he? And what does he want?,2020-01-01,3.5521,Drama,United States,English,7.239,404
1857,The English,The English,"An aristocratic Englishwoman, Lady Cornelia Locke, arrives into the new and wild landscape of the American West to wreak revenge on the man she sees as responsible for the death of her son.",2022-11-10,6.1383,"Drama, Western",United Kingdom,English,7.238,214
1858,Pam & Tommy,Pam & Tommy,This comedic series takes on the true story behind the release of the first ever viral video in history — the sex tape of Pamela Anderson and Tommy Lee.,2022-02-02,4.3746,"Comedy, Drama",United States,English,7.2,283
1859,Brickleberry,Brickleberry,"Brickleberry National Park is facing closure, but not if the park’s dysfunctional park rangers can help it!

“Brickleberry,” an animated half-hour series, follows the crazy bunch of park rangers as they do their worst to keep the park running. Steve (David Herman) has been “Ranger of the Month” every month for years, so he feels threatened when Ethel (Natasha Leggero) is transferred from Yellowstone National Park to help whip the park into shape. Connie (Roger Black) and Denzel (Jerry Minor) are two unique rangers that each bring special skills (or in Denzel’s case, lack of skills) to the job, and Woody (Tom Kenny) is the hapless Head Ranger who puts nothing above his beloved park, except his adopted bear cub, Malloy (Daniel Tosh), who he’s taken in and spoils to death.",2012-09-25,7.2272,"Comedy, Animation",United States,English,7.233,232
1860,Call Me Bruna,Me Chama de Bruna,"Raquel is a girl, adopted by an upper-middle-class family, who rebelled at 17 and left her family and studies at a traditional college in São Paulo to become a prostitute.",2016-10-08,2.3049,Drama,Brazil,Portuguese,7.2,407
1861,Dollhouse,Dollhouse,"Echo is a member of a highly illegal and underground group of individuals whose personalities have been wiped clean so they can be imprinted with any number of new personas. Confined between missions to a secret facility known as the Dollhouse, the ""Actives"" are hired by the wealthy, powerful and connected to wholly become—with mind, personality and physiology—whomever the client wants or needs them to be. They know no other life than the specific engagements they are in at that time—or do they?",2009-02-13,8.2784,"Action & Adventure, Drama, Sci-Fi & Fantasy",United States,English,7.2,473
1862,xxxHOLiC,XXX ホリック,"Kimihiro Watanuki is a high school student plagued by ayakashi spirits, both of which are invisible to everyone else but him. The series begins when Watanuki stumbles, seemingly by chance, into a shop that grants wishes. The shop is owned by Yūko Ichihara, a mysterious witch of many names and esoteric renown. For a price, she offers to grant Watanuki's wish to be rid of the spirits. The price, according to Yūko, must be of equal value; so, as payment, he must become Yūko's temporary, part-time cook and housekeeper.",2006-04-06,7.8095,"Animation, Sci-Fi & Fantasy",Japan,Japanese,7.2,791
1863,KAOS,KAOS,"As discord reigns on Mount Olympus and almighty Zeus spirals into paranoia, three mortals are destined to reshape the future of humankind.",2024-08-29,6.4922,"Comedy, Sci-Fi & Fantasy, Drama",United Kingdom,English,7.228,309
1864,Perry Mason,Perry Mason,"Set in 1932 Los Angeles, the series focuses on the origin story of famed defense lawyer Perry Mason. Living check-to-check as a low-rent private investigator, Mason is haunted by his wartime experiences in France and suffering the effects of a broken marriage. L.A. is booming while the rest of the country recovers from the Great Depression — but a kidnapping gone very wrong leads to Mason exposing a fractured city as he uncovers the truth of the crime.",2020-06-21,7.3143,"Drama, Mystery, Crime",United States,English,7.2,347
1865,Dan Brown's The Lost Symbol,Dan Brown's The Lost Symbol,"The early adventures of young Harvard symbologist Robert Langdon, who must solve a series of deadly puzzles to save his kidnapped mentor and thwart a chilling global conspiracy.",2021-09-16,2.6574,"Action & Adventure, Drama, Mystery",United States,English,7.2,399
1866,Family Ties,Family Ties,"Former 1960s flower children Steven and Elyse Keaton raise their conservative son Alex, daughters Mallory and Jennifer, and later, youngest child Andrew.",1982-09-22,16.9429,"Comedy, Drama, Family",United States,English,7.226,249
1867,Shades of Blue,Shades of Blue,"Sexy New York detective and single mother Harlee Santos fell in with a tight-knit group of dirty cops, taking bribes and protection money that she uses to provide the best life for her honest, talented daughter. But when she's trapped by the FBI and forced to inform on her own ""brothers,"" she'll have to walk the fine line between love, loyalty, honor and betrayal, and try to keep it together for her daughter's future.",2016-01-07,4.5888,"Drama, Crime",United States,English,7.2,261
1868,Castle Rock,Castle Rock,"Based on the stories of Stephen King, the series intertwines characters and themes from the fictional town of Castle Rock.",2018-07-25,7.7059,"Mystery, Drama",United States,English,7.227,628
1869,Everything Sucks!,Everything Sucks!,"It's 1996 in a town called Boring, Oregon, where high school misfits in the AV and drama clubs brave the ups and downs of teenage emotions in the VHS era.",2018-02-16,2.8048,"Drama, Comedy",United States,English,7.2,266
1870,The Old Man,The Old Man,"Dan Chase absconded from the CIA decades ago and now lives off the grid. When an assassin arrives and tries to take Chase out, the old operative learns that to ensure his future he now must reconcile his past.",2022-06-16,8.0214,"Action & Adventure, Drama",United States,English,7.2,415
1871,Unforgettable,Unforgettable,"Former Syracuse, New York, police detective Carrie Wells has hyperthymesia, a rare medical condition that gives her the ability to visually remember everything. She reluctantly joins the New York City Police Department's Queens homicide unit after her former boyfriend and partner asks for help with solving a case. The move allows her to try to find out the one thing she has been unable to remember, which is what happened the day her sister was murdered.",2011-09-20,13.4372,"Crime, Drama, Mystery",United States,English,7.219,326
